,cnty_fips,display_name,Value,theme_range,dm_prev_adj,ob_prev_adj,ltpia_prev_adj,povpct,perc_aian,perc_api,perc_black,perc_white,perc_hisp,perc_65up,total_pop,year,Y
152,48305,"""Lynn, (TX)""",20.7,20.0 - 23.7 (52),9.1,27.9,22.9,17.9,0.4,0.2,1.3,49.3,47.1,16.8,5785,2005-2007,119.75
153,48307,"""McCulloch, (TX)""",15.6,11.5 - 16.0 (51),8.7,28.5,24.4,18.4,0.0,0.0,1.9,62.2,31.5,21.3,8145,2005-2007,127.06
154,48309,"""McLennan, (TX)""",16.8,16.1 - 19.9 (51),9.6,30.6,23.6,18.5,0.1,1.5,14.1,56.7,25.6,13.6,245720,2005-2007,4128.1
155,48311,"""McMullen, (TX)""",29.6,27.8 - 62.1 (49),8.8,31.3,26.7,12.0,0.8,0.0,0.0,48.6,50.5,26.5,600,2005-2007,17.76
156,48313,"""Madison, (TX)""",15.2,11.5 - 16.0 (51),9.7,29.5,23.7,17.3,0.1,1.2,17.3,55.7,22.4,15.0,13979,2005-2007,212.48
157,48315,"""Marion, (TX)""",23.1,20.0 - 23.7 (52),10.5,31.3,25.1,22.6,0.3,0.1,23.6,70.8,3.8,24.5,10140,2005-2007,234.23
158,48317,"""Martin, (TX)""",13.7,11.5 - 16.0 (51),8.5,29.6,25.1,13.0,0.4,0.0,0.6,53.6,45.0,12.1,5547,2005-2007,75.99
159,48319,"""Mason, (TX)""",14.3,11.5 - 16.0 (51),8.9,27.9,21.9,13.2,0.2,2.4,0.0,71.8,24.2,25.9,4122,2005-2007,58.94
160,48321,"""Matagorda, (TX)""",19.6,16.1 - 19.9 (51),10.1,30.8,24.4,17.4,0.4,2.1,10.1,44.9,41.4,15.7,36744,2005-2007,720.18
161,48323,"""Maverick, (TX)""",43.1,27.8 - 62.1 (49),9.6,30.4,24.9,24.3,1.1,0.4,0.2,2.6,95.2,11.2,57471,2005-2007,2477.0
162,48325,"""Medina, (TX)""",21.4,20.0 - 23.7 (52),10.6,31.6,20.7,14.4,0.3,0.6,2.3,44.5,51.2,15.9,48548,2005-2007,1038.93
163,48327,"""Menard, (TX)""",14.0,11.5 - 16.0 (51),9.1,28.5,23.1,21.4,0.5,0.0,0.6,58.9,37.3,27.2,2123,2005-2007,29.72
164,48329,"""Midland, (TX)""",13.5,11.5 - 16.0 (51),8.2,32.7,25.6,9.7,0.3,1.8,5.8,47.3,43.2,10.2,159883,2005-2007,2158.42
165,48331,"""Milam, (TX)""",20.3,20.0 - 23.7 (52),9.0,31.5,21.7,16.3,0.1,0.4,8.4,62.9,25.7,19.6,24479,2005-2007,496.92
166,48333,"""Mills, (TX)""",18.3,16.1 - 19.9 (51),8.5,28.1,23.6,15.8,0.0,0.0,0.2,81.2,18.2,27.5,4887,2005-2007,89.43
167,48335,"""Mitchell, (TX)""",19.6,16.1 - 19.9 (51),9.3,30.6,22.8,21.6,0.3,0.3,10.2,48.6,39.2,14.4,8774,2005-2007,171.97
168,48337,"""Montague, (TX)""",28.9,27.8 - 62.1 (49),8.8,27.6,24.1,16.5,0.2,0.0,0.2,86.3,10.6,22.1,19406,2005-2007,560.83
169,48339,"""Montgomery, (TX)""",23.1,20.0 - 23.7 (52),8.1,23.4,21.3,10.9,0.1,2.8,4.4,67.8,22.9,12.3,535187,2005-2007,12362.82
170,48341,"""Moore, (TX)""",20.7,20.0 - 23.7 (52),9.0,30.4,22.9,11.8,0.2,7.8,3.1,33.6,54.1,9.8,22016,2005-2007,455.73
171,48343,"""Morris, (TX)""",20.0,20.0 - 23.7 (52),9.9,31.5,25.6,20.0,0.3,0.1,23.5,65.1,9.1,20.8,12530,2005-2007,250.6
172,48345,"""Motley, (TX)""",20.5,20.0 - 23.7 (52),8.7,27.7,21.2,18.2,0.0,0.0,3.5,76.4,16.3,28.8,1114,2005-2007,22.84
173,48347,"""Nacogdoches, (TX)""",28.6,27.8 - 62.1 (49),12.7,33.9,27.5,25.4,0.2,1.6,17.1,59.9,18.9,13.2,65411,2005-2007,1870.75
174,48349,"""Navarro, (TX)""",21.9,20.0 - 23.7 (52),9.0,27.3,25.8,17.8,0.3,1.6,13.1,57.2,26.2,16.4,48239,2005-2007,1056.43
175,48351,"""Newton, (TX)""",24.7,23.8 - 27.7 (49),10.0,30.7,24.9,22.8,0.1,0.0,21.3,73.6,3.4,19.1,14187,2005-2007,350.42
176,48353,"""Nolan, (TX)""",32.3,27.8 - 62.1 (49),9.6,31.3,27.2,18.4,0.3,0.2,4.8,57.0,36.3,17.5,14990,2005-2007,484.18
177,48355,"""Nueces, (TX)""",23.4,20.0 - 23.7 (52),11.3,33.8,22.5,15.1,0.2,1.9,3.6,30.3,62.9,13.3,358484,2005-2007,8388.53
178,48357,"""Ochiltree, (TX)""",12.8,11.5 - 16.0 (51),9.6,30.0,26.4,11.4,0.6,0.1,0.1,44.4,52.9,10.1,10484,2005-2007,134.2
179,48359,"""Oldham, (TX)""",13.3,11.5 - 16.0 (51),8.7,28.2,21.8,14.3,0.0,0.0,5.6,75.8,15.4,13.8,2083,2005-2007,27.7
180,48361,"""Orange, (TX)""",27.9,27.8 - 62.1 (49),10.3,33.8,30.6,14.0,0.2,1.1,8.2,81.3,7.0,15.0,83909,2005-2007,2341.06
181,48363,"""Palo Pinto, (TX)""",25.1,23.8 - 27.7 (49),9.2,29.8,25.5,16.4,0.6,0.7,2.4,75.4,19.7,18.7,28109,2005-2007,705.54
182,48365,"""Panola, (TX)""",28.4,27.8 - 62.1 (49),10.2,33.8,25.5,15.6,0.0,0.6,16.3,73.4,8.5,17.3,23574,2005-2007,669.5
183,48367,"""Parker, (TX)""",17.1,16.1 - 19.9 (51),7.7,30.4,23.5,9.3,0.4,0.5,1.3,84.4,11.4,14.8,125963,2005-2007,2153.97
184,48369,"""Parmer, (TX)""",11.9,11.5 - 16.0 (51),9.2,31.4,23.1,15.5,0.1,0.2,1.6,35.1,62.4,13.1,9871,2005-2007,117.46
185,48371,"""Pecos, (TX)""",27.6,23.8 - 27.7 (49),9.5,32.3,23.0,17.1,0.5,0.4,4.1,25.9,68.4,12.5,15804,2005-2007,436.19
186,48373,"""Polk, (TX)""",25.8,23.8 - 27.7 (49),9.8,33.5,25.3,20.3,1.4,0.7,10.4,70.9,14.7,18.8,46974,2005-2007,1211.93
187,48375,"""Potter, (TX)""",16.2,16.1 - 19.9 (51),9.6,34.4,27.0,22.0,0.2,5.3,9.3,45.1,37.5,11.6,121230,2005-2007,1963.93
188,48377,"""Presidio, (TX)""",19.5,16.1 - 19.9 (51),9.5,27.7,24.0,24.1,0.0,4.9,0.0,13.6,81.4,21.9,7191,2005-2007,140.22
189,48379,"""Rains, (TX)""",26.6,23.8 - 27.7 (49),10.2,30.1,21.8,14.8,0.9,0.0,1.5,85.8,8.6,23.5,11246,2005-2007,299.14
190,48381,"""Randall, (TX)""",14.6,11.5 - 16.0 (51),8.2,26.3,25.5,9.1,0.3,1.5,2.7,73.4,20.1,13.9,130552,2005-2007,1906.06
191,48383,"""Reagan, (TX)""",13.2,11.5 - 16.0 (51),8.7,28.6,21.7,11.8,0.0,0.0,0.7,28.8,70.1,11.1,3735,2005-2007,49.3
192,48385,"""Real, (TX)""",17.8,16.1 - 19.9 (51),8.9,28.4,24.0,18.4,0.0,0.0,0.2,79.9,19.7,34.1,3358,2005-2007,59.77
193,48387,"""Red River, (TX)""",48.7,27.8 - 62.1 (49),11.5,38.2,35.0,17.1,0.2,0.0,17.6,73.1,7.2,23.3,12353,2005-2007,601.59
194,48389,"""Reeves, (TX)""",22.3,20.0 - 23.7 (52),8.9,29.8,22.8,25.0,0.3,1.1,4.4,18.2,75.0,12.8,14791,2005-2007,329.84
195,48391,"""Refugio, (TX)""",22.0,20.0 - 23.7 (52),9.4,28.3,23.2,15.7,0.1,0.0,4.9,42.2,49.7,21.1,7293,2005-2007,160.45
196,48393,"""Roberts, (TX)""",13.9,11.5 - 16.0 (51),8.6,26.9,20.8,6.6,0.0,0.4,0.0,90.5,7.4,20.7,889,2005-2007,12.36
197,48395,"""Robertson, (TX)""",29.0,27.8 - 62.1 (49),9.9,31.8,28.7,18.7,0.2,0.3,19.7,57.8,20.2,18.1,16727,2005-2007,485.08
198,48397,"""Rockwall, (TX)""",14.9,11.5 - 16.0 (51),8.9,24.9,24.2,5.2,0.2,2.4,6.0,72.2,17.0,11.7,90414,2005-2007,1347.17
199,48399,"""Runnels, (TX)""",12.1,11.5 - 16.0 (51),9.8,30.1,22.9,17.2,0.3,1.0,1.3,62.2,33.8,20.4,10266,2005-2007,124.22
200,48401,"""Rusk, (TX)""",29.9,27.8 - 62.1 (49),13.0,35.5,27.3,15.6,0.1,0.4,17.0,64.6,16.1,15.9,53026,2005-2007,1585.48
201,48403,"""Sabine, (TX)""",26.0,23.8 - 27.7 (49),9.0,33.8,25.0,17.5,0.0,0.0,7.5,86.0,4.0,29.9,10429,2005-2007,271.15
202,48405,"""San Augustine, (TX)""",25.9,23.8 - 27.7 (49),11.2,31.6,25.5,23.8,1.5,0.0,20.7,68.8,6.9,24.5,8403,2005-2007,217.64
203,48407,"""San Jacinto, (TX)""",34.2,27.8 - 62.1 (49),9.9,29.0,24.5,17.7,0.4,0.0,10.6,74.8,12.5,20.3,27436,2005-2007,938.31
204,48409,"""San Patricio, (TX)""",26.0,23.8 - 27.7 (49),8.8,35.9,30.4,15.8,0.1,1.0,1.4,39.4,56.8,14.1,66867,2005-2007,1738.54
205,48411,"""San Saba, (TX)""",17.2,16.1 - 19.9 (51),9.3,30.0,22.8,20.1,0.0,0.0,2.7,65.3,29.7,21.9,5851,2005-2007,100.64
206,48413,"""Schleicher, (TX)""",13.6,11.5 - 16.0 (51),8.7,28.6,22.9,16.6,0.0,0.1,0.2,47.6,51.8,16.1,3122,2005-2007,42.46
207,48415,"""Scurry, (TX)""",28.2,27.8 - 62.1 (49),8.8,29.2,25.5,15.2,0.1,0.2,4.5,53.6,39.7,14.6,17346,2005-2007,489.16
208,48417,"""Shackelford, (TX)""",28.8,27.8 - 62.1 (49),8.5,29.2,22.2,14.8,0.2,0.1,0.1,85.6,11.6,18.1,3348,2005-2007,96.42
209,48419,"""Shelby, (TX)""",28.1,27.8 - 62.1 (49),10.0,30.6,26.1,21.1,0.1,0.6,18.8,62.1,17.8,16.5,25689,2005-2007,721.86
210,48421,"""Sherman, (TX)""",18.4,16.1 - 19.9 (51),8.5,29.7,24.1,13.1,0.2,0.0,0.2,55.8,43.2,14.0,3067,2005-2007,56.43
211,48423,"""Smith, (TX)""",17.8,16.1 - 19.9 (51),10.2,31.8,27.4,15.7,0.3,1.6,17.4,60.3,18.9,15.6,222277,2005-2007,3956.53
212,48425,"""Somervell, (TX)""",23.7,20.0 - 23.7 (52),8.7,28.0,22.2,10.8,0.3,0.5,0.5,78.6,19.0,18.2,8650,2005-2007,205.0
213,48427,"""Starr, (TX)""",32.9,27.8 - 62.1 (49),9.0,32.1,26.1,39.9,0.0,0.0,0.0,0.6,99.1,11.1,63420,2005-2007,2086.52
214,48429,"""Stephens, (TX)""",28.6,27.8 - 62.1 (49),8.5,29.6,24.8,21.4,0.6,0.4,2.1,72.1,23.2,19.0,9365,2005-2007,267.84
215,48431,"""Sterling, (TX)""",12.6,11.5 - 16.0 (51),8.8,26.9,22.2,12.7,0.0,0.0,0.2,57.4,40.8,16.0,1139,2005-2007,14.35
216,48433,"""Stonewall, (TX)""",18.8,16.1 - 19.9 (51),8.8,27.9,22.0,15.6,0.0,0.0,3.5,72.6,22.6,26.1,1084,2005-2007,20.38
217,48435,"""Sutton, (TX)""",15.3,11.5 - 16.0 (51),8.7,29.4,21.0,14.1,0.0,1.0,0.0,39.2,59.4,16.8,3894,2005-2007,59.58
218,48437,"""Swisher, (TX)""",14.1,11.5 - 16.0 (51),8.8,28.0,27.5,22.2,0.5,0.2,5.6,47.5,43.1,17.6,7541,2005-2007,106.33
219,48439,"""Tarrant, (TX)""",16.6,16.1 - 19.9 (51),10.1,29.3,22.4,13.6,0.2,5.2,15.5,48.3,28.1,10.5,1983675,2005-2007,32929.0
220,48441,"""Taylor, (TX)""",16.6,16.1 - 19.9 (51),9.0,32.1,25.8,16.8,0.4,1.9,7.4,64.5,23.8,13.9,135371,2005-2007,2247.16
221,48443,"""Terrell, (TX)""",21.2,20.0 - 23.7 (52),8.9,28.4,24.3,18.7,0.6,0.0,3.1,33.1,56.3,31.2,721,2005-2007,15.29
222,48445,"""Terry, (TX)""",38.9,27.8 - 62.1 (49),8.8,30.1,24.3,21.8,0.2,0.0,4.6,40.7,53.7,14.9,12755,2005-2007,496.17
223,48447,"""Throckmorton, (TX)""",13.2,11.5 - 16.0 (51),8.6,26.8,22.1,14.9,0.0,0.3,0.1,82.4,15.8,26.3,1541,2005-2007,20.34
224,48449,"""Titus, (TX)""",26.7,23.8 - 27.7 (49),9.7,29.5,26.1,14.9,0.2,0.7,9.0,46.2,42.0,13.4,32664,2005-2007,872.13
225,48451,"""Tom Green, (TX)""",13.8,11.5 - 16.0 (51),10.3,28.7,22.8,13.4,0.1,1.1,4.0,54.3,38.8,14.6,116906,2005-2007,1613.3
226,48453,"""Travis, (TX)""",16.7,16.1 - 19.9 (51),7.9,21.7,16.5,12.2,0.1,6.3,7.8,49.3,33.8,8.9,1176584,2005-2007,19648.95
227,48455,"""Trinity, (TX)""",33.2,27.8 - 62.1 (49),10.5,31.7,25.0,20.1,0.3,0.3,9.5,79.0,9.3,26.1,14481,2005-2007,480.77
228,48457,"""Tyler, (TX)""",23.8,23.8 - 27.7 (49),9.5,29.0,25.9,18.4,0.0,0.3,10.7,79.6,7.2,21.1,21456,2005-2007,510.65
229,48459,"""Upshur, (TX)""",27.4,23.8 - 27.7 (49),10.4,29.3,27.2,15.4,0.7,0.2,8.9,80.7,8.0,17.2,40506,2005-2007,1109.86
230,48461,"""Upton, (TX)""",22.2,20.0 - 23.7 (52),9.0,27.9,22.1,13.6,0.1,0.2,6.6,42.9,49.7,13.5,3575,2005-2007,79.37
231,48463,"""Uvalde, (TX)""",24.0,23.8 - 27.7 (49),8.9,31.5,23.1,25.3,0.3,1.0,0.1,27.1,70.9,16.4,27015,2005-2007,648.36
232,48465,"""Val Verde, (TX)""",23.8,23.8 - 27.7 (49),8.8,27.4,23.3,20.7,0.1,0.6,1.0,15.9,81.3,13.9,48976,2005-2007,1165.63
233,48467,"""Van Zandt, (TX)""",22.4,20.0 - 23.7 (52),8.9,26.5,26.4,14.8,0.5,0.5,2.6,84.3,10.2,19.9,53607,2005-2007,1200.8
234,48469,"""Victoria, (TX)""",19.7,16.1 - 19.9 (51),9.9,31.0,26.5,14.2,0.1,1.0,5.8,45.4,46.0,15.0,91518,2005-2007,1802.9
235,48471,"""Walker, (TX)""",23.1,20.0 - 23.7 (52),9.8,31.9,23.8,22.3,0.3,1.2,22.8,56.9,17.7,12.0,70818,2005-2007,1635.9
236,48473,"""Waller, (TX)""",25.0,23.8 - 27.7 (49),11.3,35.8,29.4,16.5,0.0,0.7,24.8,43.0,29.3,11.4,48443,2005-2007,1211.08
237,48475,"""Ward, (TX)""",21.7,20.0 - 23.7 (52),10.0,31.8,23.8,12.8,0.5,0.2,4.8,41.3,52.1,14.0,11498,2005-2007,249.51
238,48477,"""Washington, (TX)""",17.0,16.1 - 19.9 (51),9.7,28.9,24.7,14.1,0.2,1.8,16.9,64.4,15.4,20.3,34667,2005-2007,589.34
239,48479,"""Webb, (TX)""",30.4,27.8 - 62.1 (49),8.3,33.1,25.4,31.8,0.0,0.5,0.2,3.4,95.4,8.8,269624,2005-2007,8196.57
240,48481,"""Wharton, (TX)""",18.6,16.1 - 19.9 (51),9.3,30.1,24.0,17.4,0.0,0.0,13.8,45.2,40.2,15.9,41430,2005-2007,770.6
241,48483,"""Wheeler, (TX)""",15.8,11.5 - 16.0 (51),9.2,29.6,26.7,13.4,0.1,0.3,2.6,68.3,26.5,18.2,5599,2005-2007,88.46
242,48485,"""Wichita, (TX)""",19.0,16.1 - 19.9 (51),12.3,32.2,27.5,16.8,0.5,2.0,9.8,66.1,18.5,13.9,131778,2005-2007,2503.78
243,48487,"""Wilbarger, (TX)""",24.3,23.8 - 27.7 (49),10.0,28.4,26.4,15.8,0.7,0.9,7.9,59.4,28.6,16.6,12972,2005-2007,315.22
244,48489,"""Willacy, (TX)""",30.3,27.8 - 62.1 (49),10.0,30.8,22.9,38.3,0.0,0.1,0.6,11.0,87.9,13.1,21839,2005-2007,661.72
245,48491,"""Williamson, (TX)""",14.0,11.5 - 16.0 (51),7.8,31.1,17.3,5.8,0.1,6.0,5.9,60.9,24.0,11.2,508313,2005-2007,7116.38
246,48493,"""Wilson, (TX)""",19.3,16.1 - 19.9 (51),9.2,34.5,22.4,10.4,0.1,0.4,1.3,57.6,39.1,14.5,47205,2005-2007,911.06
247,48495,"""Winkler, (TX)""",21.4,20.0 - 23.7 (52),9.0,31.0,22.9,15.0,0.8,0.0,2.3,36.9,59.3,11.2,7777,2005-2007,166.43
248,48497,"""Wise, (TX)""",18.0,16.1 - 19.9 (51),10.1,30.2,23.9,12.0,0.3,0.6,1.1,77.4,18.7,14.6,63247,2005-2007,1138.45
249,48499,"""Wood, (TX)""",26.1,23.8 - 27.7 (49),9.2,29.2,24.6,13.2,0.6,0.1,5.5,83.1,9.6,26.9,43315,2005-2007,1130.52
250,48501,"""Yoakum, (TX)""",14.9,11.5 - 16.0 (51),8.6,28.9,22.9,12.2,0.1,0.0,0.0,33.1,65.0,11.1,8481,2005-2007,126.37
251,48503,"""Young, (TX)""",25.7,23.8 - 27.7 (49),10.8,31.5,24.8,14.6,0.5,0.4,1.4,78.7,18.0,19.7,18166,2005-2007,466.87
252,48505,"""Zapata, (TX)""",31.2,27.8 - 62.1 (49),8.6,28.6,21.8,29.1,0.0,0.7,0.0,5.2,94.0,12.7,14415,2005-2007,449.75
253,48507,"""Zavala, (TX)""",35.4,27.8 - 62.1 (49),8.4,27.7,21.1,34.4,0.0,0.0,0.5,5.4,93.5,13.3,12152,2005-2007,430.18
0,48001,"""Anderson, (TX)""",17.0,15.2 - 18.8 (50),10.2,34.3,24.9,20.5,0.2,0.5,20.9,59.6,17.2,14.1,57747,2006-2008,981.7
1,48003,"""Andrews, (TX)""",21.9,18.9 - 22.2 (52),8.8,32.1,24.2,11.7,0.0,0.2,1.5,41.1,55.3,10.2,17577,2006-2008,384.94
2,48005,"""Angelina, (TX)""",30.4,26.2 - 52.6 (50),12.1,40.0,32.4,19.0,0.0,1.0,14.6,61.2,21.5,15.3,87700,2006-2008,2666.08
3,48007,"""Aransas, (TX)""",18.8,15.2 - 18.8 (50),10.2,32.1,22.8,18.8,0.0,2.0,1.5,67.6,27.0,25.9,24832,2006-2008,466.84
4,48009,"""Archer, (TX)""",16.4,15.2 - 18.8 (50),9.0,27.6,21.8,10.5,0.2,0.3,0.8,88.5,8.3,18.7,8793,2006-2008,144.21
5,48011,"""Armstrong, (TX)""",14.6,8.4 - 15.1 (51),8.8,29.3,22.6,10.8,1.3,0.0,1.2,86.6,9.9,20.8,1929,2006-2008,28.16
6,48013,"""Atascosa, (TX)""",24.9,22.3 - 26.1 (49),10.6,33.8,31.5,16.3,0.1,0.3,0.7,34.2,63.5,13.9,48139,2006-2008,1198.66
7,48015,"""Austin, (TX)""",20.5,18.9 - 22.2 (52),8.5,29.5,24.5,14.3,0.0,0.1,8.8,63.2,25.9,18.0,29292,2006-2008,600.49
8,48017,"""Bailey, (TX)""",21.7,18.9 - 22.2 (52),8.6,29.2,23.2,16.6,0.0,1.1,1.5,34.6,62.6,14.3,7098,2006-2008,154.03
9,48019,"""Bandera, (TX)""",14.6,8.4 - 15.1 (51),8.1,28.5,21.1,14.6,0.2,0.2,0.9,78.7,17.9,25.5,21316,2006-2008,311.21
10,48021,"""Bastrop, (TX)""",22.3,22.3 - 26.1 (49),8.7,34.5,18.7,13.2,0.4,0.8,7.7,53.7,35.9,13.8,80306,2006-2008,1790.82
11,48023,"""Baylor, (TX)""",19.7,18.9 - 22.2 (52),9.2,28.7,24.8,17.6,0.0,0.0,3.2,83.8,10.1,23.9,3602,2006-2008,70.96
12,48025,"""Bee, (TX)""",38.1,26.2 - 52.6 (50),8.9,28.6,24.4,27.0,0.4,0.4,8.2,32.2,58.2,11.7,32729,2006-2008,1246.97
13,48027,"""Bell, (TX)""",19.3,18.9 - 22.2 (52),10.3,31.4,24.9,12.9,0.2,3.4,20.9,47.2,24.0,10.0,336506,2006-2008,6494.57
14,48029,"""Bexar, (TX)""",17.7,15.2 - 18.8 (50),9.4,27.9,21.0,16.3,0.1,2.7,7.0,28.4,59.7,11.4,1892004,2006-2008,33488.47
15,48031,"""Blanco, (TX)""",11.8,8.4 - 15.1 (51),8.4,28.7,23.9,10.7,0.0,0.5,0.0,77.5,19.1,23.7,11089,2006-2008,130.85
16,48033,"""Borden, (TX)""",22.2,18.9 - 22.2 (52),9.3,28.2,21.6,10.6,0.0,0.0,0.0,92.3,7.6,23.6,602,2006-2008,13.36
17,48035,"""Bosque, (TX)""",20.5,18.9 - 22.2 (52),8.4,28.8,23.5,15.8,0.3,0.3,1.3,78.6,17.5,24.1,17955,2006-2008,368.08
18,48037,"""Bowie, (TX)""",27.8,26.2 - 52.6 (50),11.3,37.7,31.4,19.3,0.8,0.9,23.8,64.4,7.4,15.8,93635,2006-2008,2603.05
19,48039,"""Brazoria, (TX)""",19.0,18.9 - 22.2 (52),10.3,29.5,20.5,9.9,0.3,6.2,12.9,49.0,29.6,11.1,345995,2006-2008,6573.9
20,48041,"""Brazos, (TX)""",17.2,15.2 - 18.8 (50),9.4,29.4,20.4,24.9,0.1,6.0,10.1,56.6,25.0,8.5,214231,2006-2008,3684.77
21,48043,"""Brewster, (TX)""",14.5,8.4 - 15.1 (51),8.9,28.5,25.6,14.9,1.6,1.0,0.1,51.7,44.2,20.2,9220,2006-2008,133.69
22,48045,"""Briscoe, (TX)""",16.8,15.2 - 18.8 (50),8.6,27.2,23.4,15.4,0.0,1.0,1.6,60.5,32.2,23.1,1591,2006-2008,26.73
23,48047,"""Brooks, (TX)""",37.9,26.2 - 52.6 (50),9.1,29.5,22.2,32.2,0.0,0.0,0.0,5.7,94.1,14.8,7251,2006-2008,274.81
24,48049,"""Brown, (TX)""",21.1,18.9 - 22.2 (52),9.9,32.6,27.2,17.1,0.2,0.6,3.6,72.6,21.4,19.2,37787,2006-2008,797.31
25,48051,"""Burleson, (TX)""",18.6,15.2 - 18.8 (50),8.9,30.2,25.7,14.4,0.1,0.3,12.3,65.7,20.1,20.1,17596,2006-2008,327.29
26,48053,"""Burnet, (TX)""",13.7,8.4 - 15.1 (51),8.8,28.8,25.0,11.5,0.6,0.7,1.5,74.1,21.8,21.5,45017,2006-2008,616.73
27,48055,"""Caldwell, (TX)""",14.7,8.4 - 15.1 (51),9.7,28.9,26.8,16.6,0.2,1.0,6.0,41.0,50.6,13.2,40544,2006-2008,596.0
28,48057,"""Calhoun, (TX)""",15.1,8.4 - 15.1 (51),9.6,31.0,22.0,15.7,0.0,5.0,2.5,43.1,48.1,16.5,21821,2006-2008,329.5
29,48059,"""Callahan, (TX)""",16.5,15.2 - 18.8 (50),8.7,27.8,25.1,14.9,0.0,0.2,1.4,86.8,9.1,19.5,13660,2006-2008,225.39
30,48061,"""Cameron, (TX)""",26.1,22.3 - 26.1 (49),8.4,31.3,24.7,29.1,0.1,0.6,0.3,9.3,89.3,12.5,420201,2006-2008,10967.25
31,48063,"""Camp, (TX)""",22.2,18.9 - 22.2 (52),9.8,32.6,25.3,19.2,0.3,0.3,16.8,56.5,23.9,17.8,12670,2006-2008,281.27
32,48065,"""Carson, (TX)""",16.9,15.2 - 18.8 (50),8.8,29.1,22.9,8.6,0.3,0.7,0.6,86.4,9.7,17.4,6033,2006-2008,101.96
33,48067,"""Cass, (TX)""",26.5,26.2 - 52.6 (50),10.6,33.4,26.7,17.4,0.0,0.4,16.9,76.4,4.3,21.0,30118,2006-2008,798.13
34,48069,"""Castro, (TX)""",15.4,15.2 - 18.8 (50),9.3,28.1,22.4,18.1,0.0,1.2,0.6,32.8,63.8,14.5,7891,2006-2008,121.52
35,48071,"""Chambers, (TX)""",23.6,22.3 - 26.1 (49),9.1,27.3,27.2,9.2,0.1,1.2,8.0,68.0,21.3,10.7,39283,2006-2008,927.08
36,48073,"""Cherokee, (TX)""",17.9,15.2 - 18.8 (50),11.2,33.2,28.0,19.4,0.5,0.5,13.5,61.2,22.4,16.8,51594,2006-2008,923.53
37,48075,"""Childress, (TX)""",20.9,18.9 - 22.2 (52),9.2,30.3,23.5,21.5,0.9,4.8,7.2,64.0,21.7,15.2,7064,2006-2008,147.64
38,48077,"""Clay, (TX)""",15.6,15.2 - 18.8 (50),8.5,28.3,23.1,13.3,1.2,0.2,0.5,90.3,5.6,21.4,10369,2006-2008,161.76
39,48079,"""Cochran, (TX)""",30.0,26.2 - 52.6 (50),9.8,27.7,22.2,23.5,0.2,0.0,2.6,37.6,57.0,14.9,2932,2006-2008,87.96
40,48081,"""Coke, (TX)""",12.2,8.4 - 15.1 (51),8.7,28.6,27.3,15.6,0.6,0.1,0.6,76.8,21.0,26.7,3238,2006-2008,39.5
41,48083,"""Coleman, (TX)""",12.3,8.4 - 15.1 (51),8.8,27.8,23.7,20.1,0.7,0.8,2.7,77.3,17.3,22.2,8422,2006-2008,103.59
42,48085,"""Collin, (TX)""",17.7,15.2 - 18.8 (50),8.7,26.5,18.9,6.3,0.3,13.5,9.2,59.1,15.0,10.1,914075,2006-2008,16179.13
43,48087,"""Collingsworth, (TX)""",20.8,18.9 - 22.2 (52),9.2,27.9,22.0,19.7,4.2,0.1,3.4,60.2,31.2,18.4,3026,2006-2008,62.94
44,48089,"""Colorado, (TX)""",21.2,18.9 - 22.2 (52),9.2,27.9,22.5,14.5,0.1,0.0,13.0,56.9,28.9,20.0,20913,2006-2008,443.36
45,48091,"""Comal, (TX)""",14.9,8.4 - 15.1 (51),6.7,27.3,18.8,8.6,0.0,1.0,1.9,68.6,26.7,17.5,129100,2006-2008,1923.59
46,48093,"""Comanche, (TX)""",35.0,26.2 - 52.6 (50),9.5,28.4,23.4,17.1,0.4,0.6,0.6,70.4,27.2,23.8,13492,2006-2008,472.22
47,48095,"""Concho, (TX)""",14.3,8.4 - 15.1 (51),8.7,30.9,23.6,25.8,0.1,0.9,0.6,44.8,53.0,17.3,3858,2006-2008,55.17
48,48097,"""Cooke, (TX)""",23.4,22.3 - 26.1 (49),8.7,28.8,23.4,13.8,0.6,1.0,2.4,76.3,17.3,17.9,39064,2006-2008,914.1
49,48099,"""Coryell, (TX)""",24.9,22.3 - 26.1 (49),10.9,34.5,25.6,14.2,0.6,2.5,13.7,59.4,17.7,9.2,75818,2006-2008,1887.87
50,48101,"""Cottle, (TX)""",15.3,15.2 - 18.8 (50),9.4,27.5,24.3,21.4,0.3,0.0,10.2,53.6,32.7,25.6,1498,2006-2008,22.92
51,48103,"""Crane, (TX)""",23.5,22.3 - 26.1 (49),9.1,30.6,23.5,10.3,0.0,0.0,4.1,32.8,62.7,11.4,4836,2006-2008,113.65
52,48105,"""Crockett, (TX)""",13.1,8.4 - 15.1 (51),8.7,28.0,23.1,16.9,0.0,0.0,0.9,32.9,66.1,14.2,3836,2006-2008,50.25
53,48107,"""Crosby, (TX)""",25.6,22.3 - 26.1 (49),8.6,29.0,22.3,24.1,0.0,0.0,3.6,40.0,55.4,17.2,5895,2006-2008,150.91
54,48109,"""Culberson, (TX)""",13.8,8.4 - 15.1 (51),9.4,29.4,22.7,23.6,0.0,0.2,0.3,17.3,80.6,19.7,2257,2006-2008,31.15
